x,y,real_dapi,real_foxp3,real_cd19,real_cd68,real_cd4,real_cd3,real_cd8,real_sampleaf,fake_dapi,fake_foxp3,fake_cd19,fake_cd68,fake_cd4,fake_cd3,fake_cd8,fake_sampleaf
89293,63475,0.464,1.587,1.376,1.034,2.268,2.841,0.827,5.717,3.42,3.343,2.227,8.406,5.71,-2.23,5.205,19.011
29901,3059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.978,4.21,3.415,11.634,12.383,5.678,16.685,10.143
63693,10227,16.731,4.687,2.113,7.917,3.662,16.124,10.754,11.208,17.887,3.992,2.462,8.836,6.579,6.349,11.943,10.84
72909,60403,26.152,7.814,4.78,14.487,7.917,27.963,18.179,15.569,24.845,8.385,3.681,18.143,13.272,10.759,23.99,19.809
83149,45043,42.975,7.33,3.427,11.47,6.308,6.099,14.274,14.756,31.702,7.216,2.715,13.88,5.79,-1.37,18.04,14.754
21709,14323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.522,6.018,3.428,14.296,9.355,1.838,17.842,14.385
41165,47091,24.206,7.825,5.56,14.181,13.793,40.042,19.35,14.106,24.915,7.458,4.0,18.726,20.588,21.111,32.479,17.104
22733,31731,0.69,1.615,1.312,1.145,2.286,2.864,0.741,5.735,14.63,3.638,1.928,7.487,5.694,2.836,9.126,17.278
40141,39923,51.105,8.642,5.503,14.742,15.122,20.449,21.884,15.58,25.819,5.082,2.927,9.308,17.756,13.174,17.488,6.872
35021,67571,34.142,6.648,5.126,23.251,10.658,19.887,17.978,13.659,32.436,10.196,2.933,18.201,10.782,4.802,30.263,23.798
12493,48115,30.859,5.834,5.355,15.687,12.551,26.456,12.842,12.783,29.01,6.334,3.67,20.482,17.672,16.749,22.975,17.763
17613,60403,23.517,6.683,5.056,19.829,13.375,22.931,15.543,13.875,15.358,7.2,3.138,20.203,10.709,11.332,27.525,20.573
63693,28659,25.251,6.721,4.434,12.341,11.048,32.326,15.787,13.273,26.5,5.345,3.64,12.656,15.202,11.059,19.104,10.549
54477,30707,48.7,8.182,6.643,20.977,17.008,32.154,18.936,15.276,40.957,6.591,4.52,19.771,19.937,15.677,22.399,11.099
31949,74739,23.207,6.795,4.992,15.989,9.939,30.214,18.518,13.221,26.031,9.996,3.222,22.154,16.979,10.45,36.263,28.123
68813,66547,32.946,4.806,3.387,9.477,4.285,5.634,10.286,10.406,28.12,7.459,2.658,14.031,6.473,0.639,19.064,23.658
35021,14323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.859,5.195,2.978,9.967,9.446,2.983,13.216,11.633
